,t,T,s,i,o,c,h,l,v,n
1584,2024-12-20,2024-12-20 23:59:59.999,ETH,1d,3417.01,3472.21,3497.84,3101.9,1332783.731,7029546
1585,2024-12-21,2024-12-21 23:59:59.999,ETH,1d,3472.2,3338.92,3555.18,3293.11,475275.82,2732677
1586,2024-12-22,2024-12-22 23:59:59.999,ETH,1d,3338.92,3281.83,3403.0,3221.1,361920.2495,2546556
1587,2024-12-23,2024-12-23 23:59:59.999,ETH,1d,3281.83,3422.53,3466.99,3216.97,488253.41,4032824
1588,2024-12-24,2024-12-24 23:59:59.999,ETH,1d,3422.53,3493.18,3539.65,3358.19,315723.6763,2764397
1589,2024-12-25,2024-12-25 23:59:59.999,ETH,1d,3493.17,3497.0,3547.95,3440.93,219846.0452,2133099
1590,2024-12-26,2024-12-26 23:59:59.999,ETH,1d,3497.0,3335.05,3514.94,3304.63,310170.1719,2543314
1591,2024-12-27,2024-12-27 23:59:59.999,ETH,1d,3335.04,3333.51,3444.16,3306.6,342529.6038,3133395
1592,2024-12-28,2024-12-28 23:59:59.999,ETH,1d,3333.51,3404.0,3428.68,3322.23,175963.613,1445334
1593,2024-12-29,2024-12-29 23:59:59.999,ETH,1d,3404.01,3356.48,3413.78,3326.17,156256.8819,1170497
1594,2024-12-30,2024-12-30 23:59:59.999,ETH,1d,3356.48,3361.84,3437.59,3305.0,420794.6476,2700666
1595,2024-12-31,2024-12-31 23:59:59.999,ETH,1d,3361.83,3337.78,3451.0,3315.59,303053.1685,2021786
1596,2025-01-01,2025-01-01 23:59:59.999,ETH,1d,3337.78,3360.38,3374.85,3313.88,190238.5861,1182219
1597,2025-01-02,2025-01-02 23:59:59.999,ETH,1d,3360.39,3455.67,3509.99,3354.5,338632.8874,2373075
1598,2025-01-03,2025-01-03 23:59:59.999,ETH,1d,3455.68,3609.01,3630.0,3423.44,334041.0604,2293811
1599,2025-01-04,2025-01-04 23:59:59.999,ETH,1d,3609.0,3656.88,3671.6,3572.42,229266.3133,1567855
1600,2025-01-05,2025-01-05 23:59:59.999,ETH,1d,3656.88,3635.99,3675.25,3593.7,155444.1741,1461192
1601,2025-01-06,2025-01-06 23:59:59.999,ETH,1d,3636.0,3687.45,3744.83,3610.63,329642.3648,2753873
1602,2025-01-07,2025-01-07 23:59:59.999,ETH,1d,3687.44,3381.31,3700.86,3356.31,541543.2874,3538701
1603,2025-01-08,2025-01-08 23:59:59.999,ETH,1d,3381.31,3327.29,3415.1,3208.2,584749.9627,3766197
1604,2025-01-09,2025-01-09 23:59:59.999,ETH,1d,3327.29,3219.2,3357.27,3158.0,501818.4247,3685889
1605,2025-01-10,2025-01-10 23:59:59.999,ETH,1d,3219.2,3267.04,3322.49,3193.97,454142.1333,3199118
1606,2025-01-11,2025-01-11 23:59:59.999,ETH,1d,3267.05,3282.83,3320.18,3217.56,151679.7487,1208777
1607,2025-01-12,2025-01-12 23:59:59.999,ETH,1d,3282.83,3267.3,3300.0,3224.49,164879.9709,1151908
1608,2025-01-13,2025-01-13 23:59:59.999,ETH,1d,3267.3,3137.51,3339.0,2920.0,845907.5669,4900248
1609,2025-01-14,2025-01-14 23:59:59.999,ETH,1d,3137.51,3225.63,3256.67,3125.65,374308.4517,2446285
1610,2025-01-15,2025-01-15 23:59:59.999,ETH,1d,3225.63,3451.52,3473.75,3186.36,464188.034,2689488
1611,2025-01-16,2025-01-16 23:59:59.999,ETH,1d,3451.51,3308.05,3460.79,3265.44,471282.6787,2667507
1612,2025-01-17,2025-01-17 23:59:59.999,ETH,1d,3308.04,3473.63,3525.72,3307.5,518550.1813,3165882
1613,2025-01-18,2025-01-18 23:59:59.999,ETH,1d,3473.64,3307.71,3494.39,3227.0,634197.1281,3931387
1614,2025-01-19,2025-01-19 23:59:59.999,ETH,1d,3307.71,3215.12,3448.99,3130.48,1342301.5217,7064813
1615,2025-01-20,2025-01-20 23:59:59.999,ETH,1d,3215.2,3284.0,3453.69,3142.78,1158354.7814,7137551
1616,2025-01-21,2025-01-21 23:59:59.999,ETH,1d,3283.99,3327.54,3368.0,3204.6,548706.0513,3752957
1617,2025-01-22,2025-01-22 23:59:59.999,ETH,1d,3327.55,3242.6,3365.99,3222.85,349240.7498,2187671
1618,2025-01-23,2025-01-23 23:59:59.999,ETH,1d,3242.61,3338.21,3347.97,3185.0,605592.7225,3255920
1619,2025-01-24,2025-01-24 23:59:59.999,ETH,1d,3338.22,3310.09,3428.0,3275.9,451524.2752,2793569
1620,2025-01-25,2025-01-25 23:59:59.999,ETH,1d,3310.1,3318.77,3350.68,3268.66,208559.0415,1456638
1621,2025-01-26,2025-01-26 23:59:59.999,ETH,1d,3318.76,3232.61,3362.0,3230.0,272165.469,1416325
1622,2025-01-27,2025-01-27 23:59:59.999,ETH,1d,3232.61,3182.44,3253.91,3020.01,753004.7529,4888504
1623,2025-01-28,2025-01-28 23:59:59.999,ETH,1d,3182.44,3077.72,3223.01,3040.03,350959.7173,2936974
1624,2025-01-29,2025-01-29 23:59:59.999,ETH,1d,3077.72,3113.9,3182.52,3054.06,409737.2576,3277369
1625,2025-01-30,2025-01-30 23:59:59.999,ETH,1d,3113.9,3247.39,3283.43,3091.06,350639.4823,2410789
1626,2025-01-31,2025-01-31 23:59:59.999,ETH,1d,3247.38,3300.99,3437.31,3213.8,648681.6561,3802893
1627,2025-02-01,2025-02-01 23:59:59.999,ETH,1d,3300.99,3117.54,3331.98,3101.7,354065.2525,2900696
1628,2025-02-02,2025-02-02 23:59:59.999,ETH,1d,3117.54,2869.68,3163.2,2750.71,1050805.93,5974563
1629,2025-02-03,2025-02-03 23:59:59.999,ETH,1d,2869.68,2879.9,2921.0,2125.01,2807979.021,10550628
1630,2025-02-04,2025-02-04 23:59:59.999,ETH,1d,2879.89,2731.19,2888.5,2632.6,1259594.3919,4767588
1631,2025-02-05,2025-02-05 23:59:59.999,ETH,1d,2731.19,2788.25,2826.95,2699.13,686593.0429,3498289
1632,2025-02-06,2025-02-06 23:59:59.999,ETH,1d,2788.25,2686.64,2857.64,2655.28,719459.9571,3805682
1633,2025-02-07,2025-02-07 23:59:59.999,ETH,1d,2686.63,2622.1,2797.5,2562.51,695467.3612,3272698
1634,2025-02-08,2025-02-08 23:59:59.999,ETH,1d,2622.11,2632.46,2667.3,2588.8,379685.1509,1865406
1635,2025-02-09,2025-02-09 23:59:59.999,ETH,1d,2632.46,2627.18,2698.9,2520.02,387166.7911,2319910
1636,2025-02-10,2025-02-10 23:59:59.999,ETH,1d,2627.18,2661.19,2693.79,2559.85,398173.2716,2736600
1637,2025-02-11,2025-02-11 23:59:59.999,ETH,1d,2661.19,2602.59,2725.04,2558.24,484196.1435,2776008
1638,2025-02-12,2025-02-12 23:59:59.999,ETH,1d,2602.59,2738.27,2795.45,2546.92,646295.8959,4190060
1639,2025-02-13,2025-02-13 23:59:59.999,ETH,1d,2738.27,2675.87,2757.28,2612.76,443769.2853,3213834
1640,2025-02-14,2025-02-14 23:59:59.999,ETH,1d,2675.87,2725.95,2791.78,2664.46,419895.7862,2645594
1641,2025-02-15,2025-02-15 23:59:59.999,ETH,1d,2725.95,2693.04,2739.0,2662.28,202971.4295,1678502
1642,2025-02-16,2025-02-16 23:59:59.999,ETH,1d,2693.04,2661.41,2727.31,2651.26,191231.5314,1449884
1643,2025-02-17,2025-02-17 23:59:59.999,ETH,1d,2661.41,2744.05,2849.7,2637.71,639739.8197,3881592
1644,2025-02-18,2025-02-18 23:59:59.999,ETH,1d,2744.05,2671.99,2756.93,2605.44,604863.8737,3898156
1645,2025-02-19,2025-02-19 23:59:59.999,ETH,1d,2672.0,2715.5,2736.7,2656.03,326154.0202,2376004
1646,2025-02-20,2025-02-20 23:59:59.999,ETH,1d,2715.51,2738.04,2770.59,2707.18,336735.2544,2096063
1647,2025-02-21,2025-02-21 23:59:59.999,ETH,1d,2738.04,2663.0,2845.32,2616.72,890440.0604,3872201
1648,2025-02-22,2025-02-22 23:59:59.999,ETH,1d,2663.0,2763.22,2798.07,2653.33,444989.6669,2597168
1649,2025-02-23,2025-02-23 23:59:59.999,ETH,1d,2763.23,2819.69,2857.34,2745.41,611002.1222,2796506
1650,2025-02-24,2025-02-24 23:59:59.999,ETH,1d,2819.7,2513.52,2839.95,2470.33,876876.3707,4737903
1651,2025-02-25,2025-02-25 23:59:59.999,ETH,1d,2513.52,2495.7,2533.49,2313.49,1322016.8718,7076645
1652,2025-02-26,2025-02-26 23:59:59.999,ETH,1d,2495.69,2336.37,2507.5,2253.77,863087.2133,5495972
1653,2025-02-27,2025-02-27 23:59:59.999,ETH,1d,2336.38,2307.72,2381.6,2230.57,637583.9106,3906903
1654,2025-02-28,2025-02-28 23:59:59.999,ETH,1d,2307.72,2237.59,2314.18,2076.26,1291539.0557,5708556
1655,2025-03-01,2025-03-01 23:59:59.999,ETH,1d,2237.59,2217.39,2281.14,2142.73,446430.7271,2511839
1656,2025-03-02,2025-03-02 23:59:59.999,ETH,1d,2217.4,2518.11,2550.58,2172.04,1266684.7748,4977392
1657,2025-03-03,2025-03-03 23:59:59.999,ETH,1d,2518.12,2149.01,2523.56,2097.91,1109565.2003,4969357
1658,2025-03-04,2025-03-04 23:59:59.999,ETH,1d,2149.02,2171.51,2221.88,1993.2,1257822.3372,5856962
1659,2025-03-05,2025-03-05 23:59:59.999,ETH,1d,2171.5,2241.59,2273.51,2155.03,687130.7897,3480893
1660,2025-03-06,2025-03-06 23:59:59.999,ETH,1d,2241.59,2202.2,2319.99,2176.9,596908.3935,3304973
1661,2025-03-07,2025-03-07 23:59:59.999,ETH,1d,2202.21,2141.6,2258.47,2101.82,782387.2606,4452265
1662,2025-03-08,2025-03-08 23:59:59.999,ETH,1d,2141.6,2203.58,2234.93,2105.06,328793.0979,2118806
1663,2025-03-09,2025-03-09 23:59:59.999,ETH,1d,2203.57,2020.41,2212.0,1989.66,601671.5882,2791079
1664,2025-03-10,2025-03-10 23:59:59.999,ETH,1d,2020.43,1865.1,2152.4,1810.01,1248745.3514,5261040
1665,2025-03-11,2025-03-11 23:59:59.999,ETH,1d,1865.11,1923.43,1963.2,1754.28,1171427.9995,4578427
1666,2025-03-12,2025-03-12 23:59:59.999,ETH,1d,1923.42,1908.2,1960.0,1829.72,788739.6763,3444921
1667,2025-03-13,2025-03-13 23:59:59.999,ETH,1d,1908.2,1864.59,1923.09,1821.81,569537.2622,2688683
1668,2025-03-14,2025-03-14 23:59:59.999,ETH,1d,1864.59,1911.65,1945.64,1861.31,375805.7355,1728618
1669,2025-03-15,2025-03-15 23:59:59.999,ETH,1d,1911.64,1937.17,1957.19,1903.75,209545.8675,884429
1670,2025-03-16,2025-03-16 23:59:59.999,ETH,1d,1937.18,1887.0,1940.87,1860.38,324766.6564,1466585
1671,2025-03-17,2025-03-17 23:59:59.999,ETH,1d,1887.01,1926.31,1952.4,1879.98,334840.4877,1566024
1672,2025-03-18,2025-03-18 23:59:59.999,ETH,1d,1926.3,1931.54,1936.2,1872.31,332896.0155,1549810
1673,2025-03-19,2025-03-19 23:59:59.999,ETH,1d,1931.54,2056.06,2069.9,1927.58,691809.5034,2614680
1674,2025-03-20,2025-03-20 23:59:59.999,ETH,1d,2056.05,1983.79,2067.9,1952.17,401518.9282,1885019
1675,2025-03-21,2025-03-21 23:59:59.999,ETH,1d,1983.79,1965.75,1996.73,1937.1,262641.659,1470569
1676,2025-03-22,2025-03-22 23:59:59.999,ETH,1d,1965.74,1980.69,2006.61,1964.34,170782.9574,833146
1677,2025-03-23,2025-03-23 23:59:59.999,ETH,1d,1980.68,2005.99,2020.74,1976.81,268707.5233,973880
1678,2025-03-24,2025-03-24 23:59:59.999,ETH,1d,2005.99,2081.2,2104.11,1977.67,477912.8154,1804046
1679,2025-03-25,2025-03-25 23:59:59.999,ETH,1d,2081.2,2066.15,2097.7,2037.08,328765.3292,1398034
1680,2025-03-26,2025-03-26 23:59:59.999,ETH,1d,2066.16,2009.52,2079.21,1981.6,428975.3286,1468474
1681,2025-03-27,2025-03-27 23:59:59.999,ETH,1d,2009.52,2003.66,2037.38,1987.06,360634.8383,1394730
1682,2025-03-28,2025-03-28 23:59:59.999,ETH,1d,2003.67,1896.9,2015.93,1860.0,626167.5832,2245087
1683,2025-03-29,2025-03-29 23:59:59.999,ETH,1d,1896.9,1828.08,1913.6,1797.2,409769.7555,1755638
1684,2025-03-30,2025-03-30 23:59:59.999,ETH,1d,1828.09,1807.74,1849.01,1767.69,327843.4476,1523210
1685,2025-03-31,2025-03-31 23:59:59.999,ETH,1d,1807.74,1822.43,1854.22,1776.75,497854.9052,2283021
1686,2025-04-01,2025-04-01 23:59:59.999,ETH,1d,1822.43,1904.98,1927.9,1817.88,452989.0974,2141608
1687,2025-04-02,2025-04-02 23:59:59.999,ETH,1d,1904.98,1795.22,1957.0,1781.53,750840.7823,3408080
1688,2025-04-03,2025-04-03 23:59:59.999,ETH,1d,1795.21,1817.23,1845.26,1750.0,508075.018,2579520
1689,2025-04-04,2025-04-04 23:59:59.999,ETH,1d,1817.23,1816.87,1835.68,1758.72,572734.4702,2647730
1690,2025-04-05,2025-04-05 23:59:59.999,ETH,1d,1816.88,1806.01,1827.29,1764.39,201716.2696,861593
1691,2025-04-06,2025-04-06 23:59:59.999,ETH,1d,1806.02,1580.76,1817.0,1537.5,979847.0958,3251935
1692,2025-04-07,2025-04-07 23:59:59.999,ETH,1d,1580.77,1553.04,1639.0,1411.01,2168796.0067,5723226
1693,2025-04-08,2025-04-08 23:59:59.999,ETH,1d,1553.04,1473.41,1618.67,1441.3,891846.1327,3369669
1694,2025-04-09,2025-04-09 23:59:59.999,ETH,1d,1473.41,1669.51,1689.0,1385.05,1968530.9138,4723847
1695,2025-04-10,2025-04-10 23:59:59.999,ETH,1d,1669.51,1522.25,1669.85,1471.02,911855.3934,3007121
1696,2025-04-11,2025-04-11 23:59:59.999,ETH,1d,1522.24,1566.85,1591.47,1504.63,578484.3183,2547292
1697,2025-04-12,2025-04-12 23:59:59.999,ETH,1d,1566.85,1644.18,1669.59,1546.06,501867.9033,2177800
1698,2025-04-13,2025-04-13 23:59:59.999,ETH,1d,1644.19,1597.76,1649.75,1562.01,580136.6145,2597350
1699,2025-04-14,2025-04-14 23:59:59.999,ETH,1d,1597.76,1623.77,1691.5,1595.56,645930.1419,2975844
1700,2025-04-15,2025-04-15 23:59:59.999,ETH,1d,1623.78,1588.78,1661.21,1583.12,476178.8915,2283302
1701,2025-04-16,2025-04-16 23:59:59.999,ETH,1d,1588.77,1577.14,1613.66,1538.07,611387.8686,2645419
1702,2025-04-17,2025-04-17 23:59:59.999,ETH,1d,1577.15,1583.62,1616.96,1563.2,449870.3628,1871114
1703,2025-04-18,2025-04-18 23:59:59.999,ETH,1d,1583.63,1588.6,1600.64,1573.54,200409.0359,889028
1704,2025-04-19,2025-04-19 23:59:59.999,ETH,1d,1588.6,1613.27,1631.81,1585.01,223096.3899,1762563
1705,2025-04-20,2025-04-20 23:59:59.999,ETH,1d,1613.26,1587.36,1619.19,1565.59,276052.2306,1913811
1706,2025-04-21,2025-04-21 23:59:59.999,ETH,1d,1587.36,1579.57,1658.75,1564.07,691486.6667,4257816
1707,2025-04-22,2025-04-22 23:59:59.999,ETH,1d,1579.57,1756.26,1778.0,1537.26,1103036.9586,3841594
1708,2025-04-23,2025-04-23 23:59:59.999,ETH,1d,1756.25,1795.07,1834.86,1744.95,887545.6316,3346263
1709,2025-04-24,2025-04-24 23:59:59.999,ETH,1d,1795.08,1769.65,1802.82,1722.9,483465.0385,2225460
1710,2025-04-25,2025-04-25 23:59:59.999,ETH,1d,1769.64,1784.6,1827.32,1738.6,595610.8894,2516748
1711,2025-04-26,2025-04-26 23:59:59.999,ETH,1d,1784.6,1820.88,1841.16,1778.94,355068.0442,1907298
1712,2025-04-27,2025-04-27 23:59:59.999,ETH,1d,1820.87,1791.29,1857.47,1781.9,340332.6435,2405764
1713,2025-04-28,2025-04-28 23:59:59.999,ETH,1d,1791.29,1799.88,1827.98,1744.71,587269.743,2980656
1714,2025-04-29,2025-04-29 23:59:59.999,ETH,1d,1799.88,1797.81,1842.99,1780.47,480456.3884,2590967
1715,2025-04-30,2025-04-30 23:59:59.999,ETH,1d,1797.81,1793.61,1816.8,1731.7,473523.9877,2468998
1716,2025-05-01,2025-05-01 23:59:59.999,ETH,1d,1793.62,1838.11,1873.17,1792.52,537198.7291,2398765
1717,2025-05-02,2025-05-02 23:59:59.999,ETH,1d,1838.1,1842.2,1871.0,1813.0,410667.875,2062923
1718,2025-05-03,2025-05-03 23:59:59.999,ETH,1d,1842.2,1833.52,1848.6,1810.0,213751.5979,1135719
1719,2025-05-04,2025-05-04 23:59:59.999,ETH,1d,1833.52,1808.86,1849.95,1803.0,238254.3564,1443996
1720,2025-05-05,2025-05-05 23:59:59.999,ETH,1d,1808.86,1820.19,1833.55,1781.85,342341.0078,1961255
1721,2025-05-06,2025-05-06 23:59:59.999,ETH,1d,1820.19,1817.0,1820.9,1752.0,384584.2451,2333041
1722,2025-05-07,2025-05-07 23:59:59.999,ETH,1d,1817.0,1811.11,1850.0,1787.01,456170.0705,2408512
1723,2025-05-08,2025-05-08 23:59:59.999,ETH,1d,1811.11,2207.39,2226.0,1808.71,1473152.686,5616063
1724,2025-05-09,2025-05-09 23:59:59.999,ETH,1d,2207.39,2345.04,2490.77,2184.33,1667041.0382,6885286
1725,2025-05-10,2025-05-10 23:59:59.999,ETH,1d,2345.04,2583.23,2600.0,2317.0,979350.1606,4862978
1726,2025-05-11,2025-05-11 23:59:59.999,ETH,1d,2583.22,2514.57,2608.13,2435.51,831584.3888,4340859
1727,2025-05-12,2025-05-12 23:59:59.999,ETH,1d,2514.58,2495.47,2624.0,2406.63,1068680.9433,5441783
1728,2025-05-13,2025-05-13 23:59:59.999,ETH,1d,2495.48,2679.71,2738.5,2415.3,1031355.6465,4666012
1729,2025-05-14,2025-05-14 23:59:59.999,ETH,1d,2679.71,2609.74,2725.99,2547.26,830047.1122,4181188
1730,2025-05-15,2025-05-15 23:59:59.999,ETH,1d,2609.75,2548.69,2647.03,2476.03,768954.0332,4305508
1731,2025-05-16,2025-05-16 23:59:59.999,ETH,1d,2548.7,2537.12,2649.31,2529.4,605953.6919,3310498
1732,2025-05-17,2025-05-17 23:59:59.999,ETH,1d,2537.13,2475.08,2538.16,2446.42,494333.2782,2950197
1733,2025-05-18,2025-05-18 23:59:59.999,ETH,1d,2475.09,2497.78,2587.61,2323.21,810103.1851,3416878
1734,2025-05-19,2025-05-19 23:59:59.999,ETH,1d,2497.78,2528.14,2547.36,2348.38,861747.523,4757453
1735,2025-05-20,2025-05-20 23:59:59.999,ETH,1d,2528.14,2524.19,2588.63,2442.4,676989.1747,3816684
1736,2025-05-21,2025-05-21 23:59:59.999,ETH,1d,2524.19,2550.99,2615.95,2452.2,1095890.2902,5568312
1737,2025-05-22,2025-05-22 23:59:59.999,ETH,1d,2551.0,2664.82,2692.99,2544.83,852555.6669,5196535
1738,2025-05-23,2025-05-23 23:59:59.999,ETH,1d,2664.83,2526.5,2734.23,2498.3,971442.4532,5450420
1739,2025-05-24,2025-05-24 23:59:59.999,ETH,1d,2526.49,2530.4,2575.85,2515.08,257544.2344,2090724
1740,2025-05-25,2025-05-25 23:59:59.999,ETH,1d,2530.41,2551.22,2554.26,2463.0,359890.0299,2556052
1741,2025-05-26,2025-05-26 23:59:59.999,ETH,1d,2551.22,2563.7,2599.0,2525.86,362971.1182,2374458
1742,2025-05-27,2025-05-27 23:59:59.999,ETH,1d,2563.7,2660.81,2712.36,2509.46,798430.8862,4017588
1743,2025-05-28,2025-05-28 23:59:59.999,ETH,1d,2660.81,2681.6,2689.14,2608.5,560095.6833,3160462
1744,2025-05-29,2025-05-29 23:59:59.999,ETH,1d,2681.61,2631.39,2788.0,2619.05,811567.2545,4254669
1745,2025-05-30,2025-05-30 23:59:59.999,ETH,1d,2631.39,2531.34,2649.23,2507.35,763045.2564,4624552
1746,2025-05-31,2025-05-31 23:59:59.999,ETH,1d,2531.35,2528.06,2550.34,2475.33,394537.2521,2792146
1747,2025-06-01,2025-06-01 23:59:59.999,ETH,1d,2528.06,2539.21,2547.79,2468.56,332021.7088,2210246
1748,2025-06-02,2025-06-02 23:59:59.999,ETH,1d,2539.2,2607.41,2615.0,2475.0,468889.9737,3239230
1749,2025-06-03,2025-06-03 23:59:59.999,ETH,1d,2607.42,2593.36,2655.38,2575.0,454383.0439,3098351
1750,2025-06-04,2025-06-04 23:59:59.999,ETH,1d,2593.35,2607.68,2679.88,2583.5,502494.8214,2754319
1751,2025-06-05,2025-06-05 23:59:59.999,ETH,1d,2607.68,2414.01,2640.86,2391.66,808938.0344,4181206
1752,2025-06-06,2025-06-06 23:59:59.999,ETH,1d,2414.02,2476.1,2531.36,2381.49,578843.4974,3246760
1753,2025-06-07,2025-06-07 23:59:59.999,ETH,1d,2476.1,2524.63,2544.36,2457.0,264787.6743,1587509
1754,2025-06-08,2025-06-08 23:59:59.999,ETH,1d,2524.64,2509.83,2548.63,2490.58,266474.7139,1401175
1755,2025-06-09,2025-06-09 23:59:59.999,ETH,1d,2509.84,2680.13,2693.99,2477.73,568726.3025,2896758
1756,2025-06-10,2025-06-10 23:59:59.999,ETH,1d,2680.13,2816.4,2827.0,2655.61,1138405.4775,5277581
1757,2025-06-11,2025-06-11 23:59:59.999,ETH,1d,2816.41,2771.61,2879.22,2743.75,850210.9324,4906906
1758,2025-06-12,2025-06-12 23:59:59.999,ETH,1d,2771.6,2642.65,2784.83,2616.24,699593.3757,4172997
1759,2025-06-13,2025-06-13 23:59:59.999,ETH,1d,2642.66,2579.19,2645.45,2436.98,1202176.2972,6026303
1760,2025-06-14,2025-06-14 23:59:59.999,ETH,1d,2579.19,2530.76,2579.43,2488.72,331438.9278,1988958
1761,2025-06-15,2025-06-15 23:59:59.999,ETH,1d,2530.77,2547.61,2559.51,2492.0,299701.6624,1846489
1762,2025-06-16,2025-06-16 23:59:59.999,ETH,1d,2547.62,2544.17,2680.34,2514.85,680429.988,3434185
1763,2025-06-17,2025-06-17 23:59:59.999,ETH,1d,2544.17,2509.95,2618.6,2453.8,715930.4081,4017130
1764,2025-06-18,2025-06-18 23:59:59.999,ETH,1d,2509.95,2525.0,2548.42,2465.78,504532.1818,3243812
1765,2025-06-19,2025-06-19 23:59:59.999,ETH,1d,2525.0,2521.12,2546.91,2485.03,252646.059,1667327
1766,2025-06-20,2025-06-20 23:59:59.999,ETH,1d,2521.13,2406.49,2569.0,2367.36,632027.8235,3175602
1767,2025-06-21,2025-06-21 23:59:59.999,ETH,1d,2406.49,2295.73,2448.8,2216.0,496783.864,2825558
1768,2025-06-22,2025-06-22 23:59:59.999,ETH,1d,2295.72,2227.7,2314.48,2111.89,840155.8295,5203723
1769,2025-06-23,2025-06-23 23:59:59.999,ETH,1d,2227.7,2411.66,2438.68,2188.0,744583.8003,4477307
1770,2025-06-24,2025-06-24 23:59:59.999,ETH,1d,2411.66,2448.45,2482.04,2376.11,516760.6621,3133356
1771,2025-06-25,2025-06-25 23:59:59.999,ETH,1d,2448.46,2418.49,2468.69,2389.69,414894.7387,2776920
1772,2025-06-26,2025-06-26 23:59:59.999,ETH,1d,2418.5,2415.96,2520.92,2394.32,463704.0261,2978926
1773,2025-06-27,2025-06-27 23:59:59.999,ETH,1d,2415.96,2423.17,2463.54,2382.53,381474.766,2112477
1774,2025-06-28,2025-06-28 23:59:59.999,ETH,1d,2423.17,2435.62,2447.8,2405.81,155814.9859,855656
1775,2025-06-29,2025-06-29 23:59:59.999,ETH,1d,2435.62,2500.09,2525.0,2412.0,284291.8057,1370707
1776,2025-06-30,2025-06-30 23:59:59.999,ETH,1d,2500.09,2485.47,2524.3,2431.0,440455.714,2333352
1777,2025-07-01,2025-07-01 23:59:59.999,ETH,1d,2485.47,2405.01,2500.8,2386.52,351951.0868,1978858
1778,2025-07-02,2025-07-02 23:59:59.999,ETH,1d,2405.01,2570.41,2619.28,2373.0,634967.0337,2717139
1779,2025-07-03,2025-07-03 23:59:59.999,ETH,1d,2570.41,2591.25,2635.5,2556.12,504943.6592,2506227
1780,2025-07-04,2025-07-04 23:59:59.999,ETH,1d,2591.26,2508.04,2603.17,2474.24,452593.02,1980591
1781,2025-07-05,2025-07-05 23:59:59.999,ETH,1d,2508.04,2516.41,2529.81,2487.95,157198.0958,911950
1782,2025-07-06,2025-07-06 23:59:59.999,ETH,1d,2516.42,2570.35,2605.0,2503.5,277593.6319,1375995
1783,2025-07-07,2025-07-07 23:59:59.999,ETH,1d,2570.35,2542.29,2590.57,2512.0,315707.5272,1985043
1784,2025-07-08,2025-07-08 23:59:59.999,ETH,1d,2542.3,2615.25,2628.21,2523.59,370915.7321,1899797
1785,2025-07-09,2025-07-09 23:59:59.999,ETH,1d,2615.25,2768.74,2795.74,2589.78,686119.3772,2997546
1786,2025-07-10,2025-07-10 23:59:59.999,ETH,1d,2768.74,2951.29,3000.0,2755.5,951896.07,4235042
1787,2025-07-11,2025-07-11 23:59:59.999,ETH,1d,2951.29,2958.22,3040.15,2913.75,906839.1689,4434934
1788,2025-07-12,2025-07-12 23:59:59.999,ETH,1d,2958.21,2943.28,2979.78,2903.85,348884.8877,1690700
1789,2025-07-13,2025-07-13 23:59:59.999,ETH,1d,2943.29,2972.03,3020.31,2936.49,357333.5016,1778200
1790,2025-07-14,2025-07-14 23:59:59.999,ETH,1d,2972.03,3013.62,3083.0,2962.81,815552.6496,3706161
1791,2025-07-15,2025-07-15 23:59:59.999,ETH,1d,3013.61,3137.89,3144.14,2932.46,863583.7377,4317422
1792,2025-07-16,2025-07-16 23:59:59.999,ETH,1d,3137.9,3371.35,3425.0,3101.0,1135950.5831,4381562
1793,2025-07-17,2025-07-17 23:59:59.999,ETH,1d,3371.35,3476.87,3523.44,3310.77,974065.8264,5025581
1794,2025-07-18,2025-07-18 23:59:59.999,ETH,1d,3476.88,3546.92,3673.84,3458.68,1163823.3977,5566028
1795,2025-07-19,2025-07-19 23:59:59.999,ETH,1d,3546.92,3592.01,3608.3,3506.79,381791.9213,2217328
1796,2025-07-20,2025-07-20 23:59:59.999,ETH,1d,3592.0,3756.69,3824.56,3579.13,852356.5533,3794627
1797,2025-07-21,2025-07-21 23:59:59.999,ETH,1d,3756.69,3762.33,3860.0,3701.01,812074.0534,4156350
1798,2025-07-22,2025-07-22 23:59:59.999,ETH,1d,3762.32,3746.21,3798.65,3616.54,870127.3864,4455526
1799,2025-07-23,2025-07-23 23:59:59.999,ETH,1d,3746.21,3628.29,3764.2,3527.0,800259.4025,3761894
1800,2025-07-24,2025-07-24 23:59:59.999,ETH,1d,3628.29,3706.94,3771.0,3502.85,749459.495,3752613
1801,2025-07-25,2025-07-25 23:59:59.999,ETH,1d,3706.95,3724.96,3747.0,3573.76,764606.7261,4083119
1802,2025-07-26,2025-07-26 23:59:59.999,ETH,1d,3724.97,3741.1,3793.0,3697.66,407259.7024,1720495
1803,2025-07-27,2025-07-27 23:59:59.999,ETH,1d,3741.11,3872.1,3879.82,3731.0,457352.4605,2299384
1804,2025-07-28,2025-07-28 23:59:59.999,ETH,1d,3872.11,3799.0,3941.0,3754.0,620994.7463,3161770
1805,2025-07-29,2025-07-29 23:59:59.999,ETH,1d,3799.0,3793.79,3886.44,3716.04,584210.4393,3121489
1806,2025-07-30,2025-07-30 23:59:59.999,ETH,1d,3793.79,3810.0,3834.03,3677.65,525424.9003,3128399
1807,2025-07-31,2025-07-31 23:59:59.999,ETH,1d,3810.0,3698.39,3878.67,3684.33,516088.4503,2754480
1808,2025-08-01,2025-08-01 23:59:59.999,ETH,1d,3698.39,3488.2,3724.02,3431.75,783869.1517,5288678
