,t,T,s,i,o,c,h,l,v,n
239,2021-04-15,2021-04-15 23:59:59.999,ETH,1d,2432.59,2514.04,2543.47,2400.0,681950.96645,1462768
240,2021-04-16,2021-04-16 23:59:59.999,ETH,1d,2514.04,2422.67,2548.29,2300.0,999163.75205,1679215
241,2021-04-17,2021-04-17 23:59:59.999,ETH,1d,2422.38,2317.6,2495.0,2310.0,624232.25568,1242299
242,2021-04-18,2021-04-18 23:59:59.999,ETH,1d,2317.65,2235.64,2340.0,1946.8,1475383.69204,2113566
243,2021-04-19,2021-04-19 23:59:59.999,ETH,1d,2235.65,2161.12,2300.0,2080.0,820592.26555,1411498
244,2021-04-20,2021-04-20 23:59:59.999,ETH,1d,2161.12,2330.03,2346.62,2055.0,992240.809,1478664
245,2021-04-21,2021-04-21 23:59:59.999,ETH,1d,2330.26,2357.06,2469.54,2235.16,1177885.8617,1905822
246,2021-04-22,2021-04-22 23:59:59.999,ETH,1d,2357.06,2397.94,2644.47,2303.44,2220753.09746,3110597
247,2021-04-23,2021-04-23 23:59:59.999,ETH,1d,2397.94,2367.39,2442.89,2107.0,2532242.44185,2790382
248,2021-04-24,2021-04-24 23:59:59.999,ETH,1d,2367.39,2213.35,2368.74,2154.8,997688.94623,1275474
249,2021-04-25,2021-04-25 23:59:59.999,ETH,1d,2214.08,2320.49,2356.64,2168.0,857517.38218,1307545
250,2021-04-26,2021-04-26 23:59:59.999,ETH,1d,2320.44,2532.6,2542.8,2303.64,1076469.01367,1852607
251,2021-04-27,2021-04-27 23:59:59.999,ETH,1d,2532.06,2666.13,2680.0,2480.29,771728.46451,1255607
252,2021-04-28,2021-04-28 23:59:59.999,ETH,1d,2666.13,2748.24,2760.0,2559.44,999383.1852,1587100
253,2021-04-29,2021-04-29 23:59:59.999,ETH,1d,2748.23,2757.04,2798.0,2668.0,863890.01069,1379738
254,2021-04-30,2021-04-30 23:59:59.999,ETH,1d,2757.04,2772.42,2798.3,2723.09,695339.20482,1382521
255,2021-05-01,2021-05-01 23:59:59.999,ETH,1d,2772.42,2944.77,2954.28,2743.41,690260.07741,1437394
256,2021-05-02,2021-05-02 23:59:59.999,ETH,1d,2944.83,2949.56,2985.0,2852.26,571982.5445,1132280
257,2021-05-03,2021-05-03 23:59:59.999,ETH,1d,2949.33,3431.04,3454.0,2949.32,1329088.0628,2502746
258,2021-05-04,2021-05-04 23:59:59.999,ETH,1d,3431.04,3239.01,3527.0,3160.0,1826039.38558,3634236
259,2021-05-05,2021-05-05 23:59:59.999,ETH,1d,3239.01,3524.26,3549.34,3200.23,1174816.73588,2224441
260,2021-05-06,2021-05-06 23:59:59.999,ETH,1d,3524.33,3489.73,3605.4,3376.47,920592.57706,1703109
261,2021-05-07,2021-05-07 23:59:59.999,ETH,1d,3489.74,3479.53,3587.0,3353.23,760544.64781,1382532
262,2021-05-08,2021-05-08 23:59:59.999,ETH,1d,3479.79,3910.26,3958.33,3449.27,1130467.54852,2146967
263,2021-05-09,2021-05-09 23:59:59.999,ETH,1d,3910.26,3923.95,3983.65,3726.08,1000401.0082,2289303
264,2021-05-10,2021-05-10 23:59:59.999,ETH,1d,3923.95,3945.88,4208.0,3650.0,1505897.92612,3033133
265,2021-05-11,2021-05-11 23:59:59.999,ETH,1d,3946.63,4173.45,4180.22,3771.64,1095927.10403,2290977
266,2021-05-12,2021-05-12 23:59:59.999,ETH,1d,4173.46,3823.21,4372.72,3701.58,1601842.74017,3188941
267,2021-05-13,2021-05-13 23:59:59.999,ETH,1d,3810.15,3717.91,4034.77,3500.0,2068708.17427,3943562
268,2021-05-14,2021-05-14 23:59:59.999,ETH,1d,3717.92,4075.01,4173.28,3691.35,1153390.42631,2227244
269,2021-05-15,2021-05-15 23:59:59.999,ETH,1d,4075.02,3646.68,4134.05,3632.0,1039174.88082,2055345
270,2021-05-16,2021-05-16 23:59:59.999,ETH,1d,3646.24,3582.1,3879.0,3343.06,1324065.65875,2532983
271,2021-05-17,2021-05-17 23:59:59.999,ETH,1d,3581.81,3282.51,3587.06,3102.0,1904012.43998,2885352
272,2021-05-18,2021-05-18 23:59:59.999,ETH,1d,3282.25,3375.07,3565.71,3240.0,1287110.84143,2143887
273,2021-05-19,2021-05-19 23:59:59.999,ETH,1d,3375.08,2438.92,3441.73,1888.0,4309836.31939,5548968
274,2021-05-20,2021-05-20 23:59:59.999,ETH,1d,2438.92,2768.62,2990.05,2155.0,2942777.9301,4243052
275,2021-05-21,2021-05-21 23:59:59.999,ETH,1d,2767.87,2430.98,2938.54,2101.0,2727031.93514,3676164
276,2021-05-22,2021-05-22 23:59:59.999,ETH,1d,2430.98,2294.87,2485.0,2145.0,1684318.01157,2484734
277,2021-05-23,2021-05-23 23:59:59.999,ETH,1d,2295.45,2096.39,2381.57,1728.74,2914548.73125,3761018
278,2021-05-24,2021-05-24 23:59:59.999,ETH,1d,2096.63,2648.43,2675.0,2079.94,2186632.92245,3299296
279,2021-05-25,2021-05-25 23:59:59.999,ETH,1d,2647.92,2705.11,2750.0,2378.54,2115349.50445,2976859
280,2021-05-26,2021-05-26 23:59:59.999,ETH,1d,2705.1,2884.94,2910.0,2643.0,1583799.59251,2726537
281,2021-05-27,2021-05-27 23:59:59.999,ETH,1d,2884.82,2742.23,2889.74,2633.68,1099029.91206,1732113
282,2021-05-28,2021-05-28 23:59:59.999,ETH,1d,2742.23,2412.1,2762.45,2327.38,1554584.61362,2184249
283,2021-05-29,2021-05-29 23:59:59.999,ETH,1d,2412.34,2278.74,2574.27,2204.1,1379427.18851,1887733
284,2021-05-30,2021-05-30 23:59:59.999,ETH,1d,2278.74,2385.98,2476.42,2180.53,1151113.19883,1519005
285,2021-05-31,2021-05-31 23:59:59.999,ETH,1d,2385.82,2706.15,2720.0,2271.44,1307958.04068,1849177
286,2021-06-01,2021-06-01 23:59:59.999,ETH,1d,2706.15,2634.57,2740.0,2523.74,1179577.10806,1790186
287,2021-06-02,2021-06-02 23:59:59.999,ETH,1d,2634.31,2706.22,2802.99,2550.0,970070.53563,1349232
288,2021-06-03,2021-06-03 23:59:59.999,ETH,1d,2706.21,2857.25,2891.95,2662.4,1024290.89423,1620340
289,2021-06-04,2021-06-04 23:59:59.999,ETH,1d,2857.25,2689.51,2860.0,2552.0,1188314.11191,1775946
290,2021-06-05,2021-06-05 23:59:59.999,ETH,1d,2689.54,2627.73,2816.87,2552.23,961824.12413,1670498
291,2021-06-06,2021-06-06 23:59:59.999,ETH,1d,2627.63,2711.92,2745.0,2614.0,673792.69369,1336460
292,2021-06-07,2021-06-07 23:59:59.999,ETH,1d,2711.92,2592.05,2847.55,2570.0,1152128.07856,1926275
293,2021-06-08,2021-06-08 23:59:59.999,ETH,1d,2592.05,2507.23,2620.99,2304.91,1693747.42759,2128256
294,2021-06-09,2021-06-09 23:59:59.999,ETH,1d,2507.43,2610.18,2626.63,2405.28,1276718.24011,1763686
295,2021-06-10,2021-06-10 23:59:59.999,ETH,1d,2610.2,2471.09,2624.46,2425.11,741237.49926,978237
296,2021-06-11,2021-06-11 23:59:59.999,ETH,1d,2471.01,2354.01,2497.99,2321.37,587364.27358,885172
297,2021-06-12,2021-06-12 23:59:59.999,ETH,1d,2354.09,2370.74,2454.53,2256.22,767439.4984,1127302
298,2021-06-13,2021-06-13 23:59:59.999,ETH,1d,2370.64,2509.33,2548.41,2308.41,715948.75986,1217504
299,2021-06-14,2021-06-14 23:59:59.999,ETH,1d,2509.33,2580.77,2609.17,2461.0,684183.55622,1118498
300,2021-06-15,2021-06-15 23:59:59.999,ETH,1d,2580.58,2543.54,2640.0,2507.7,599826.64933,1044834
301,2021-06-16,2021-06-16 23:59:59.999,ETH,1d,2543.55,2367.89,2556.19,2351.18,624741.78358,896073
302,2021-06-17,2021-06-17 23:59:59.999,ETH,1d,2368.02,2373.28,2460.5,2306.0,560667.58566,961448
303,2021-06-18,2021-06-18 23:59:59.999,ETH,1d,2373.28,2234.09,2378.0,2139.0,778905.20197,1067542
304,2021-06-19,2021-06-19 23:59:59.999,ETH,1d,2234.09,2164.67,2278.82,2161.67,496872.24997,763820
305,2021-06-20,2021-06-20 23:59:59.999,ETH,1d,2165.34,2243.47,2280.01,2040.68,743883.64741,1035537
306,2021-06-21,2021-06-21 23:59:59.999,ETH,1d,2243.49,1885.49,2260.16,1865.54,1629819.66576,2014010
307,2021-06-22,2021-06-22 23:59:59.999,ETH,1d,1885.27,1879.28,1998.0,1700.48,1695338.08052,1856357
308,2021-06-23,2021-06-23 23:59:59.999,ETH,1d,1879.29,1968.14,2045.0,1821.95,918612.30494,1141790
309,2021-06-24,2021-06-24 23:59:59.999,ETH,1d,1967.95,1989.52,2036.61,1884.79,701231.67478,833337
310,2021-06-25,2021-06-25 23:59:59.999,ETH,1d,1989.53,1808.82,2019.99,1791.22,858808.54767,1041338
311,2021-06-26,2021-06-26 23:59:59.999,ETH,1d,1808.97,1829.64,1852.8,1717.32,832315.14904,923226
312,2021-06-27,2021-06-27 23:59:59.999,ETH,1d,1829.84,1982.28,1984.5,1804.26,696055.79307,1091206
313,2021-06-28,2021-06-28 23:59:59.999,ETH,1d,1982.27,2084.41,2145.0,1960.52,1044244.68308,1657087
314,2021-06-29,2021-06-29 23:59:59.999,ETH,1d,2084.42,2165.33,2245.0,2073.57,831257.23277,1536044
315,2021-06-30,2021-06-30 23:59:59.999,ETH,1d,2165.46,2275.68,2287.78,2087.99,910583.6032,1464112
316,2021-07-01,2021-07-01 23:59:59.999,ETH,1d,2275.68,2106.41,2275.93,2073.12,787865.25137,1414518
317,2021-07-02,2021-07-02 23:59:59.999,ETH,1d,2106.41,2154.13,2160.0,2018.5,672282.37476,862561
318,2021-07-03,2021-07-03 23:59:59.999,ETH,1d,2153.95,2226.99,2240.0,2112.01,569264.801,922576
319,2021-07-04,2021-07-04 23:59:59.999,ETH,1d,2226.99,2322.69,2389.93,2189.58,590656.25069,1204553
320,2021-07-05,2021-07-05 23:59:59.999,ETH,1d,2322.69,2196.53,2324.64,2157.32,781806.31605,1264204
321,2021-07-06,2021-07-06 23:59:59.999,ETH,1d,2196.85,2322.5,2350.0,2193.0,785330.17152,1326163
322,2021-07-07,2021-07-07 23:59:59.999,ETH,1d,2322.51,2316.57,2409.0,2291.9,666501.35572,1113578
323,2021-07-08,2021-07-08 23:59:59.999,ETH,1d,2316.25,2116.33,2325.6,2084.79,880265.04124,1234614
324,2021-07-09,2021-07-09 23:59:59.999,ETH,1d,2116.32,2146.99,2189.4,2046.51,738611.36304,867603
325,2021-07-10,2021-07-10 23:59:59.999,ETH,1d,2146.99,2110.69,2194.82,2074.16,499071.85904,646476
326,2021-07-11,2021-07-11 23:59:59.999,ETH,1d,2110.68,2140.45,2174.0,2081.02,342294.40302,479138
327,2021-07-12,2021-07-12 23:59:59.999,ETH,1d,2140.54,2031.58,2167.83,2006.68,540630.10742,725803
328,2021-07-13,2021-07-13 23:59:59.999,ETH,1d,2031.57,1940.15,2047.35,1918.0,647388.24969,902810
329,2021-07-14,2021-07-14 23:59:59.999,ETH,1d,1940.44,1994.58,2019.18,1865.0,690505.60937,936438
330,2021-07-15,2021-07-15 23:59:59.999,ETH,1d,1994.41,1919.51,2042.88,1881.0,645271.32563,865033
331,2021-07-16,2021-07-16 23:59:59.999,ETH,1d,1919.54,1876.26,1965.0,1850.0,577068.89724,721120
332,2021-07-17,2021-07-17 23:59:59.999,ETH,1d,1876.47,1899.59,1919.19,1844.45,430300.51578,576008
333,2021-07-18,2021-07-18 23:59:59.999,ETH,1d,1899.5,1891.64,1993.79,1877.1,534837.63654,768528
334,2021-07-19,2021-07-19 23:59:59.999,ETH,1d,1891.65,1818.73,1919.0,1805.0,547419.93771,641063
335,2021-07-20,2021-07-20 23:59:59.999,ETH,1d,1818.73,1786.03,1841.34,1706.0,786257.272,943640
336,2021-07-21,2021-07-21 23:59:59.999,ETH,1d,1786.03,1995.5,2035.23,1747.55,1115949.82033,1304423
337,2021-07-22,2021-07-22 23:59:59.999,ETH,1d,1995.5,2024.56,2046.0,1947.62,768854.3659,1074800
338,2021-07-23,2021-07-23 23:59:59.999,ETH,1d,2024.27,2124.25,2130.9,1993.22,708160.91322,1035643
339,2021-07-24,2021-07-24 23:59:59.999,ETH,1d,2124.26,2184.75,2199.5,2105.58,633075.18592,1056670
340,2021-07-25,2021-07-25 23:59:59.999,ETH,1d,2184.9,2189.79,2197.41,2105.93,535630.27,941623
341,2021-07-26,2021-07-26 23:59:59.999,ETH,1d,2189.82,2228.08,2433.65,2171.57,1393738.163,2252910
342,2021-07-27,2021-07-27 23:59:59.999,ETH,1d,2227.81,2299.49,2319.26,2150.5,906359.23478,1502763
343,2021-07-28,2021-07-28 23:59:59.999,ETH,1d,2299.47,2300.9,2345.0,2243.15,718202.57727,1287050
344,2021-07-29,2021-07-29 23:59:59.999,ETH,1d,2300.9,2382.92,2400.0,2266.12,499364.83496,1036449
345,2021-07-30,2021-07-30 23:59:59.999,ETH,1d,2382.93,2461.81,2471.7,2315.92,762577.28797,1428312
346,2021-07-31,2021-07-31 23:59:59.999,ETH,1d,2461.77,2531.05,2553.86,2420.68,507601.05026,1007386
347,2021-08-01,2021-08-01 23:59:59.999,ETH,1d,2531.1,2555.69,2697.61,2511.24,853495.94078,1810440
348,2021-08-02,2021-08-02 23:59:59.999,ETH,1d,2555.5,2606.93,2666.0,2507.0,726701.84952,1596914
349,2021-08-03,2021-08-03 23:59:59.999,ETH,1d,2606.92,2509.04,2632.44,2442.32,792960.84375,1701919
350,2021-08-04,2021-08-04 23:59:59.999,ETH,1d,2508.51,2724.78,2772.71,2457.68,954590.7536,1839302
351,2021-08-05,2021-08-05 23:59:59.999,ETH,1d,2724.55,2826.99,2843.98,2529.91,1307720.20654,2690052
352,2021-08-06,2021-08-06 23:59:59.999,ETH,1d,2827.01,2891.58,2946.75,2720.06,825399.48637,1873337
353,2021-08-07,2021-08-07 23:59:59.999,ETH,1d,2891.54,3160.31,3171.0,2865.5,1205277.10095,2318608
354,2021-08-08,2021-08-08 23:59:59.999,ETH,1d,3160.48,3011.85,3189.99,2949.03,966349.70579,1771162
355,2021-08-09,2021-08-09 23:59:59.999,ETH,1d,3011.84,3160.52,3186.0,2893.23,1129584.61614,2114151
356,2021-08-10,2021-08-10 23:59:59.999,ETH,1d,3160.51,3141.66,3233.0,3051.22,880675.74443,1824522
357,2021-08-11,2021-08-11 23:59:59.999,ETH,1d,3141.14,3160.5,3274.0,3120.27,732546.60433,1786853
358,2021-08-12,2021-08-12 23:59:59.999,ETH,1d,3160.4,3045.96,3239.0,2979.29,737628.45808,1587719
359,2021-08-13,2021-08-13 23:59:59.999,ETH,1d,3046.11,3322.32,3327.83,3033.8,579333.40323,1311322
360,2021-08-14,2021-08-14 23:59:59.999,ETH,1d,3322.33,3263.16,3330.98,3200.0,486102.53787,1014420
361,2021-08-15,2021-08-15 23:59:59.999,ETH,1d,3263.16,3307.09,3320.0,3111.13,565579.67765,1224556
362,2021-08-16,2021-08-16 23:59:59.999,ETH,1d,3307.35,3146.53,3335.0,3135.22,635667.05422,1940766
363,2021-08-17,2021-08-17 23:59:59.999,ETH,1d,3147.18,3011.72,3290.0,2991.89,804996.06971,1644472
364,2021-08-18,2021-08-18 23:59:59.999,ETH,1d,3011.73,3014.55,3125.81,2950.0,625103.25568,1093813
365,2021-08-19,2021-08-19 23:59:59.999,ETH,1d,3014.18,3184.12,3188.0,2958.33,634769.92174,1297759
366,2021-08-20,2021-08-20 23:59:59.999,ETH,1d,3184.11,3284.82,3300.0,3177.16,558127.4554,1137843
367,2021-08-21,2021-08-21 23:59:59.999,ETH,1d,3284.81,3223.43,3309.16,3207.0,421156.09084,777622
368,2021-08-22,2021-08-22 23:59:59.999,ETH,1d,3223.36,3238.0,3272.0,3126.42,406479.07654,803263
369,2021-08-23,2021-08-23 23:59:59.999,ETH,1d,3238.0,3321.28,3377.89,3230.02,602103.44614,1520784
370,2021-08-24,2021-08-24 23:59:59.999,ETH,1d,3321.28,3170.62,3357.85,3147.31,540480.07853,984324
371,2021-08-25,2021-08-25 23:59:59.999,ETH,1d,3170.63,3226.87,3248.0,3080.0,483697.69444,1031704
372,2021-08-26,2021-08-26 23:59:59.999,ETH,1d,3226.88,3093.2,3250.0,3053.3,442298.47372,959232
373,2021-08-27,2021-08-27 23:59:59.999,ETH,1d,3093.06,3273.45,3280.0,3060.18,451027.80711,802187
374,2021-08-28,2021-08-28 23:59:59.999,ETH,1d,3273.89,3244.48,3287.0,3210.31,262360.34921,539377
375,2021-08-29,2021-08-29 23:59:59.999,ETH,1d,3244.75,3223.47,3285.0,3152.34,335806.7827,661232
376,2021-08-30,2021-08-30 23:59:59.999,ETH,1d,3223.47,3229.64,3347.95,3143.0,625347.27541,1228525
377,2021-08-31,2021-08-31 23:59:59.999,ETH,1d,3229.14,3429.2,3476.0,3188.77,863071.13092,1772849
378,2021-09-01,2021-09-01 23:59:59.999,ETH,1d,3429.19,3826.82,3842.0,3382.22,845759.95868,2022132
379,2021-09-02,2021-09-02 23:59:59.999,ETH,1d,3826.82,3785.82,3836.8,3717.04,525165.7996,1402190
380,2021-09-03,2021-09-03 23:59:59.999,ETH,1d,3785.82,3938.11,4027.88,3705.05,655903.75739,1678132
381,2021-09-04,2021-09-04 23:59:59.999,ETH,1d,3938.11,3885.52,3970.0,3832.5,364478.1193,996623
382,2021-09-05,2021-09-05 23:59:59.999,ETH,1d,3885.61,3950.29,3980.0,3830.0,365759.8597,1083584
383,2021-09-06,2021-09-06 23:59:59.999,ETH,1d,3950.28,3926.77,3970.0,3864.3,397768.5783,865160
384,2021-09-07,2021-09-07 23:59:59.999,ETH,1d,3926.67,3434.57,3947.15,3005.0,1203536.00209,2359100
385,2021-09-08,2021-09-08 23:59:59.999,ETH,1d,3434.84,3499.0,3560.0,3215.16,780611.7657,1783652
386,2021-09-09,2021-09-09 23:59:59.999,ETH,1d,3499.01,3424.93,3567.06,3390.4,628553.8831,1147283
387,2021-09-10,2021-09-10 23:59:59.999,ETH,1d,3424.94,3208.86,3514.11,3150.0,633026.2659,1128069
388,2021-09-11,2021-09-11 23:59:59.999,ETH,1d,3208.85,3267.21,3348.37,3200.0,413524.1761,833958
389,2021-09-12,2021-09-12 23:59:59.999,ETH,1d,3267.1,3404.21,3474.16,3231.1,408858.9595,1089138
390,2021-09-13,2021-09-13 23:59:59.999,ETH,1d,3404.3,3285.35,3430.3,3108.49,647855.7199,1363198
391,2021-09-14,2021-09-14 23:59:59.999,ETH,1d,3285.09,3434.37,3437.05,3269.95,373634.9026,894664
392,2021-09-15,2021-09-15 23:59:59.999,ETH,1d,3434.37,3613.55,3616.16,3357.78,428507.5278,977023
393,2021-09-16,2021-09-16 23:59:59.999,ETH,1d,3613.55,3567.98,3676.28,3481.14,467985.4919,1081868
394,2021-09-17,2021-09-17 23:59:59.999,ETH,1d,3567.97,3399.81,3594.17,3350.07,398888.3705,867583
395,2021-09-18,2021-09-18 23:59:59.999,ETH,1d,3399.89,3435.64,3541.96,3368.88,315162.7627,692204
396,2021-09-19,2021-09-19 23:59:59.999,ETH,1d,3435.64,3328.62,3456.53,3277.74,312948.0013,687285
397,2021-09-20,2021-09-20 23:59:59.999,ETH,1d,3328.57,2977.28,3347.82,2913.39,917939.57849,1708278
398,2021-09-21,2021-09-21 23:59:59.999,ETH,1d,2977.32,2765.9,3105.83,2652.0,971519.88941,1754962
399,2021-09-22,2021-09-22 23:59:59.999,ETH,1d,2766.72,3076.92,3088.88,2737.54,677457.64825,1200519
400,2021-09-23,2021-09-23 23:59:59.999,ETH,1d,3076.92,3152.5,3174.5,3033.85,459293.8858,885568
401,2021-09-24,2021-09-24 23:59:59.999,ETH,1d,3152.41,2928.53,3158.52,2733.0,932090.8856,1607374
402,2021-09-25,2021-09-25 23:59:59.999,ETH,1d,2928.22,2921.73,2967.52,2801.57,491974.0226,934301
403,2021-09-26,2021-09-26 23:59:59.999,ETH,1d,2921.84,3059.37,3115.51,2738.17,703594.478,1347301
404,2021-09-27,2021-09-27 23:59:59.999,ETH,1d,3059.36,2925.59,3164.94,2922.71,510130.7319,1043885
405,2021-09-28,2021-09-28 23:59:59.999,ETH,1d,2924.76,2804.91,2970.82,2789.0,511325.4643,928494
406,2021-09-29,2021-09-29 23:59:59.999,ETH,1d,2805.15,2850.45,2950.0,2782.0,411305.0893,748804
407,2021-09-30,2021-09-30 23:59:59.999,ETH,1d,2850.45,3000.61,3048.42,2837.19,506896.7612,992243
408,2021-10-01,2021-10-01 23:59:59.999,ETH,1d,3000.62,3309.91,3330.0,2969.07,648714.6151,1446386
409,2021-10-02,2021-10-02 23:59:59.999,ETH,1d,3309.91,3387.76,3469.0,3257.0,422551.1811,1046194
410,2021-10-03,2021-10-03 23:59:59.999,ETH,1d,3387.77,3417.73,3488.0,3342.51,360586.8905,816339
411,2021-10-04,2021-10-04 23:59:59.999,ETH,1d,3417.73,3386.31,3437.19,3270.0,485204.642,1090407
412,2021-10-05,2021-10-05 23:59:59.999,ETH,1d,3386.31,3515.27,3545.0,3363.78,393900.8818,1025512
413,2021-10-06,2021-10-06 23:59:59.999,ETH,1d,3515.48,3574.89,3632.11,3342.0,618265.5402,1444856
414,2021-10-07,2021-10-07 23:59:59.999,ETH,1d,3574.88,3587.47,3653.98,3470.8,486102.3591,1252503
415,2021-10-08,2021-10-08 23:59:59.999,ETH,1d,3587.47,3563.13,3695.0,3532.0,403597.1437,1084792
416,2021-10-09,2021-10-09 23:59:59.999,ETH,1d,3563.13,3574.82,3635.0,3538.07,361906.7514,1175683
417,2021-10-10,2021-10-10 23:59:59.999,ETH,1d,3574.83,3414.22,3604.0,3405.0,580223.6302,1765439
418,2021-10-11,2021-10-11 23:59:59.999,ETH,1d,3414.22,3542.12,3623.8,3371.0,493521.882,1110340
419,2021-10-12,2021-10-12 23:59:59.999,ETH,1d,3542.12,3491.46,3547.11,3403.21,409377.1918,925699
420,2021-10-13,2021-10-13 23:59:59.999,ETH,1d,3491.43,3607.42,3613.0,3412.7,393463.1222,902525
421,2021-10-14,2021-10-14 23:59:59.999,ETH,1d,3607.41,3790.82,3824.0,3586.04,481894.1473,1430307
422,2021-10-15,2021-10-15 23:59:59.999,ETH,1d,3790.82,3868.99,3907.77,3734.1,504321.732,1399937
423,2021-10-16,2021-10-16 23:59:59.999,ETH,1d,3868.38,3829.96,3971.0,3803.56,373727.8549,1037769
424,2021-10-17,2021-10-17 23:59:59.999,ETH,1d,3829.96,3846.85,3919.19,3640.0,368898.9831,1025324
425,2021-10-18,2021-10-18 23:59:59.999,ETH,1d,3847.0,3744.96,3893.14,3676.0,401819.9734,994548
426,2021-10-19,2021-10-19 23:59:59.999,ETH,1d,3744.96,3877.03,3886.89,3732.0,341268.3723,925015
427,2021-10-20,2021-10-20 23:59:59.999,ETH,1d,3876.98,4161.15,4169.0,3828.05,537383.09732,1766454
428,2021-10-21,2021-10-21 23:59:59.999,ETH,1d,4161.37,4052.99,4375.0,4013.13,798566.55805,2380751
429,2021-10-22,2021-10-22 23:59:59.999,ETH,1d,4053.0,3972.2,4167.41,3888.0,463222.5428,1133846
430,2021-10-23,2021-10-23 23:59:59.999,ETH,1d,3972.19,4167.12,4172.0,3937.51,326576.9601,940891
431,2021-10-24,2021-10-24 23:59:59.999,ETH,1d,4167.13,4082.33,4186.57,3961.5,350115.8386,917969
432,2021-10-25,2021-10-25 23:59:59.999,ETH,1d,4082.33,4220.37,4236.0,4067.71,347438.6534,939963
433,2021-10-26,2021-10-26 23:59:59.999,ETH,1d,4220.36,4131.52,4297.0,4090.21,414498.1599,1285913
434,2021-10-27,2021-10-27 23:59:59.999,ETH,1d,4131.52,3922.0,4307.0,3909.0,704604.25,1872190
435,2021-10-28,2021-10-28 23:59:59.999,ETH,1d,3921.99,4286.02,4295.0,3890.17,626378.5055,1711575
436,2021-10-29,2021-10-29 23:59:59.999,ETH,1d,4286.01,4418.89,4460.47,4265.97,559231.07691,1799386
437,2021-10-30,2021-10-30 23:59:59.999,ETH,1d,4418.89,4322.68,4434.06,4232.2,340223.069,1035476
438,2021-10-31,2021-10-31 23:59:59.999,ETH,1d,4322.68,4287.21,4399.14,4164.35,412856.2893,1303438
439,2021-11-01,2021-11-01 23:59:59.999,ETH,1d,4287.48,4319.43,4386.58,4146.3,417620.7073,1134036
440,2021-11-02,2021-11-02 23:59:59.999,ETH,1d,4319.43,4589.89,4599.6,4284.43,468184.79301,1657233
441,2021-11-03,2021-11-03 23:59:59.999,ETH,1d,4589.68,4603.35,4665.87,4455.0,448658.35125,1580640
442,2021-11-04,2021-11-04 23:59:59.999,ETH,1d,4603.35,4532.32,4606.65,4420.08,368218.25695,1019675
443,2021-11-05,2021-11-05 23:59:59.999,ETH,1d,4532.31,4474.24,4570.05,4438.8,305651.7244,893068
444,2021-11-06,2021-11-06 23:59:59.999,ETH,1d,4474.24,4518.0,4530.0,4326.17,322154.0973,868676
445,2021-11-07,2021-11-07 23:59:59.999,ETH,1d,4518.0,4612.59,4637.98,4502.37,243596.5952,834745
446,2021-11-08,2021-11-08 23:59:59.999,ETH,1d,4612.59,4807.98,4822.97,4612.0,391102.31806,1344244
447,2021-11-09,2021-11-09 23:59:59.999,ETH,1d,4807.98,4732.33,4838.28,4713.89,311267.57998,995668
448,2021-11-10,2021-11-10 23:59:59.999,ETH,1d,4732.33,4628.78,4868.0,4461.93,553596.99163,1492374
449,2021-11-11,2021-11-11 23:59:59.999,ETH,1d,4628.68,4719.0,4779.0,4576.47,303688.9765,909164
450,2021-11-12,2021-11-12 23:59:59.999,ETH,1d,4719.0,4665.46,4809.71,4507.85,461580.0415,1206412
451,2021-11-13,2021-11-13 23:59:59.999,ETH,1d,4665.47,4644.28,4707.6,4584.08,220720.6611,731125
452,2021-11-14,2021-11-14 23:59:59.999,ETH,1d,4644.27,4626.5,4696.05,4514.12,245309.0674,623491
453,2021-11-15,2021-11-15 23:59:59.999,ETH,1d,4626.5,4563.78,4772.01,4540.0,375421.6601,1061676
454,2021-11-16,2021-11-16 23:59:59.999,ETH,1d,4563.77,4209.76,4563.77,4103.0,735857.063,1741259
455,2021-11-17,2021-11-17 23:59:59.999,ETH,1d,4209.59,4287.8,4299.91,4063.48,472852.1842,1146593
456,2021-11-18,2021-11-18 23:59:59.999,ETH,1d,4288.07,3996.9,4344.81,3956.44,576945.1837,1319866
457,2021-11-19,2021-11-19 23:59:59.999,ETH,1d,3996.9,4294.76,4308.97,3973.01,420045.0897,984517
458,2021-11-20,2021-11-20 23:59:59.999,ETH,1d,4294.75,4412.17,4435.88,4199.86,365584.578,888090
459,2021-11-21,2021-11-21 23:59:59.999,ETH,1d,4412.17,4258.31,4451.0,4242.41,340206.3203,836925
460,2021-11-22,2021-11-22 23:59:59.999,ETH,1d,4259.7,4085.97,4320.0,4022.74,518501.3338,1162581
461,2021-11-23,2021-11-23 23:59:59.999,ETH,1d,4086.28,4339.44,4385.59,4059.62,502811.7902,1098270
462,2021-11-24,2021-11-24 23:59:59.999,ETH,1d,4339.45,4269.36,4373.94,4167.65,448727.0306,990018
463,2021-11-25,2021-11-25 23:59:59.999,ETH,1d,4270.1,4524.85,4550.0,4248.27,445868.2434,1123629
464,2021-11-26,2021-11-26 23:59:59.999,ETH,1d,4524.48,4041.2,4551.0,3913.0,720245.1612,1654553
465,2021-11-27,2021-11-27 23:59:59.999,ETH,1d,4041.2,4095.29,4183.66,4028.34,275326.5202,723831
466,2021-11-28,2021-11-28 23:59:59.999,ETH,1d,4095.29,4294.78,4298.51,3964.0,346471.3551,842343
467,2021-11-29,2021-11-29 23:59:59.999,ETH,1d,4294.77,4444.53,4458.92,4276.89,406881.2284,947503
